chr20	36482042	36485349	0	0
chr20	36479710	36485350	0	0
chr19	19629481	19643638	82	3705
chr19	31280337	31285779	0	0
chr19	35775553	35788821	118	5651
chr19	35786923	35788821	11	1803
chr20	44910067	44939313	116	4209
chr20	50731520	50753735	5	4609
chr19	9158393	9163408	10	3378
chr20	31664460	31723001	20	3495
chr20	31664461	31723975	24	4143
chr20	4780031	4823473	31	5661
chr19	5993517	6110570	131	6989
chr20	31739268	31803216	37	3605
chr20	44910056	44939313	116	4215
chr20	32844482	32850404	2	1886
chr19	10133349	10154378	138	6136
chr19	10133347	10149901	121	5587
chr20	31664463	31723598	20	3900
chr20	31664461	31722549	17	3042
chr19	48210790	48255883	231	6121
chr19	48209652	48255911	232	7287
chr19	48211117	48255898	231	5809
chr19	10316218	10331412	74	4622
chr20	32192507	32196220	1	3713
chr20	32192510	32194140	1	1630
chr20	32195619	32207736	3	2533
chr20	32192501	32207743	3	5657
chr20	32192505	32207756	3	5667
chr20	32192509	32194835	1	2326
chr19	7395175	7472474	82	6169
chr20	1266324	1309320	19	5557
chr20	1266319	1308071	19	4313
chr20	63939843	63956397	71	6123
chr20	10034968	10056755	34	3873
chr20	10035129	10056760	34	3789
chr20	63939839	63956399	71	6129
chr20	63939840	63956404	71	6133
chr20	63939840	63956447	71	6176
chr20	63939840	63956416	71	6145
chr19	13961543	14006320	46	5167
chr19	13961543	14006290	46	5137
chr19	13961541	13972963	17	3402
chr19	5993166	6110594	131	7364
chr19	5993518	6040078	79	4737
chr19	13961532	14006314	46	5167
chr20	63956707	63959443	2	2736
chr20	45890272	45898815	137	5861
chr20	45891359	45898814	135	4773
chr20	45891338	45898814	135	4794
chr20	45896995	45898816	34	1564
chr20	45891343	45898815	135	4790
chr20	45891334	45898816	135	4800
chr20	45891304	45898815	135	4829
chr20	45891375	45898815	135	4758
chr19	10133347	10173175	214	8017
chr19	10133351	10180412	254	8416
chr19	10133353	10160415	184	7448
chr19	10133353	10194901	282	9129
chr19	10133347	10177367	239	8207
chr19	10173100	10177327	31	224
chr19	10133355	10194932	282	9158
chr19	47064196	47072494	8	4412
chr19	47064191	47085125	16	5039
chr19	5993518	6110473	131	6891
chr19	13961541	13970688	15	3181
chr19	19629479	19643672	82	3736
chr20	5937833	5950557	47	3176
chr19	18899519	18919384	73	2866
chr19	18899516	18919387	73	2872
chr19	18909541	18919399	28	1057
chr19	18917387	18919396	7	174
chr19	57977078	58002832	41	7427
chr19	57977083	58002777	37	7367
chr19	57977488	58001372	31	6245
chr20	63958385	63969859	17	4229
chr20	63956704	63967421	16	5639
chr20	63958380	63969858	17	4233
chr20	63956706	63960019	2	3313
chr20	13785055	13817223	107	2752
chr19	10133353	10156505	160	6781
chr20	63708067	63736137	65	3508
chr20	63708038	63739096	123	6225
chr20	63738216	63739097	22	783
chr20	63708041	63736139	65	3536
chr20	63708067	63736139	65	3510
chr20	63708067	63739099	123	6199
chr20	47705820	47709991	1	391
chr20	62804960	62813995	30	4691
chr20	36890428	36911297	11	4617
chr20	36890234	36951729	21	6087
chr20	36890239	36951684	21	6037
chr20	36890234	36951708	21	6066
chr20	36892694	36951673	21	3571
chr20	17570108	17573893	3	103
chr20	32428660	32437353	40	5125
chr19	2428168	2434853	19	3690
chr19	2428167	2434353	16	3463
chr19	2428173	2456900	29	5013
chr19	2428169	2428920	1	751
chr19	2428170	2430703	2	2533
chr19	2428172	2433991	13	3285
chr19	2428167	2430921	2	2754
chr20	9423759	9480471	109	2752
chr19	53538112	53578384	102	3847
chr19	53521034	53579578	113	6983
chr19	53521035	53578074	113	5478
chr19	53521690	53580263	113	7012
chr19	46601278	46610780	68	3508
chr20	53943545	54070658	38	3511
chr20	53943979	54070553	38	3036
chr20	50308915	50314916	7	3288
chr19	57435323	57437721	4	339
chr19	18854626	18868228	50	5962
chr20	62804799	62813997	30	4819
chr20	51784075	51792706	10	3221
chr20	51784072	51802491	17	4001
chr19	35541597	35545515	23	3906
chr19	35540740	35545562	26	4763
chr20	45889376	45891260	4	1117
chr20	36890401	36951683	21	5874
chr20	62817017	62841091	118	4689
chr19	46601264	46610779	68	3521
chr19	46601290	46610779	68	3495
chr19	46601278	46609301	67	2029
chr20	62817430	62841155	118	4672
chr20	62817434	62841090	117	4607
chr19	55252396	55257076	1	95
chr19	48900288	48923264	77	3809
chr20	48697400	48702224	1	134
chr20	3003705	3008727	11	168
chr20	5126966	5191371	52	5196
chr20	5126908	5191337	52	5220
chr20	4148809	4187744	64	2707
chr19	16362541	16367519	0	0
chr19	16362542	16367516	0	0
chr19	43746839	43754921	41	1201
chr19	43731157	43737579	17	2378
chr20	49245906	49251617	5	3896
chr20	62817049	62841296	119	4894
chr19	18340645	18345723	13	123
chr20	5126975	5191337	52	5153
chr19	2428168	2430438	2	2270
chr19	2428167	2430270	2	2103
chr19	2428168	2456702	29	4820
chr20	44531901	44619035	34	2062
chr20	5127010	5191337	52	5118
chr20	5126996	5192662	52	6457
chr20	5126969	5191173	52	4995
chr20	5126876	5190450	52	4365
chr19	29977558	29980611	2	206
chr19	19531726	19537578	20	3072
chr19	16076441	16103002	64	6971
chr19	16076444	16102994	64	6960
chr19	16078265	16082988	13	1331
chr19	16076991	16080806	3	791
chr19	2428168	2432453	9	3053
chr20	51632048	51634853	0	0
chr20	51784054	51802456	17	3984
chr20	51784082	51802447	17	3947
chr19	36568492	36573253	6	244
chr19	36568492	36573291	6	282
chr19	58083845	58098222	62	6309
chr19	58083842	58098228	62	6318
chr19	58087653	58098253	33	2532
chr19	58083873	58098228	62	6287
chr19	58083842	58098228	62	6318
chr19	58083844	58098249	62	6337
chr19	46601283	46610780	68	3503
chr20	53943540	53956658	8	1720
chr19	53538112	53580263	102	5726
chr19	46719513	46746810	210	7967
chr19	46719516	46746311	205	7465
chr19	7112268	7114072	1	1804
chr19	7112265	7116565	1	4300
chr19	7112264	7116692	2	4428
chr19	7112270	7116719	2	4449
chr19	7112260	7116319	1	4059
chr19	7116118	7116273	1	155
chr19	7114698	7116716	2	2018
chr19	7113707	7116721	2	3014
chr19	7114693	7116556	1	1863
chr19	7116119	7116719	2	600
chr19	53538145	53579577	102	5007
chr19	53521013	53580265	113	7691
chr19	46719513	46724267	41	3069
chr19	46719515	46746449	205	7604
chr19	46719516	46733093	133	5920
chr19	7112268	7116539	1	4271
chr19	46608193	46610776	47	2299
chr20	21138952	21143879	1	119
chr20	49245898	49249203	2	3305
chr20	4148777	4187725	64	2719
chr20	4148791	4187722	64	2703
chr20	4148800	4187724	64	2696
chr20	4148827	4187718	64	2663
chr19	53520953	53578381	113	5840
chr19	58451655	58457828	24	3985
chr19	58467058	58473409	15	3623
chr19	58451595	58457806	24	4015
chr20	62817049	62841154	119	4752
chr20	62817014	62841156	119	4754
chr19	46608480	46610778	35	2154
chr20	51784079	51802514	17	4017
chr20	51784081	51801571	14	3764
chr19	58408664	58418321	28	3491
chr19	58408605	58418312	28	3522
chr19	58408654	58428365	30	4002
chr19	55044343	55063148	64	3286
chr19	2428169	2444449	28	4695
chr19	2428171	2435048	23	3882
chr19	2428168	2438269	26	4474
chr19	2428168	2438249	26	4454
chr20	44531875	44619031	34	2084
chr20	14493477	14498286	5	609
chr20	14085102	14085728	4	108
chr19	7113702	7116697	2	2995
chr19	45710631	45715804	5	4360
chr19	16111656	16133631	35	6369
chr19	16111889	16116886	7	525
chr19	16111657	16133540	35	6277
chr19	16111873	16133631	35	6152
chr19	16111856	16133534	35	6072
chr19	16111872	16134230	36	6752
chr19	40576854	40591393	196	3926
chr19	40576844	40591392	196	3929
chr19	40577128	40591393	189	3748
chr19	40576885	40591394	196	3896
chr20	45934697	45948016	25	3142
chr20	45934679	45948015	25	3159
chr20	45934684	45948015	25	3154
chr20	45934677	45948015	25	3161
chr20	45934698	45948015	25	3140
chr20	58337752	58342646	0	0
chr20	62826785	62841086	63	3506
chr20	62817442	62841086	117	4603
chr20	62817050	62841542	119	5140
chr20	62816212	62841084	119	4756
chr20	62817049	62841091	118	4689
chr20	62817434	62841091	117	4608
chr20	62817049	62840950	118	4548
chr20	62817060	62841155	119	4753
chr19	2428168	2433886	13	3184
chr19	48900784	48924690	71	3421
chr19	48900342	48923264	77	3755
chr19	48900340	48924687	77	3865
chr19	16076496	16102996	64	6910
chr19	16076535	16103005	64	6880
chr19	16081397	16103001	57	5111
chr19	19442524	19444870	0	0
chr20	45934687	45948015	25	3151
chr19	8302127	8308309	24	2229
chr19	8302128	8308351	24	2270
chr19	8302128	8308363	24	2282
chr19	8304715	8308357	12	1361
chr19	2428168	2444539	28	4786
chr20	51784072	51791544	8	2416
chr20	51784072	51791692	8	2564
chr20	51784072	51792044	9	2916
chr20	51782333	51802465	17	5714
chr19	41310206	41324199	9	3119
chr19	41320338	41324867	3	2687
chr20	6013222	6018213	5	695
chr20	6029358	6037380	21	676
chr20	6006099	6038028	39	3335
chr19	49139805	49151019	71	2939
chr19	49128525	49151020	141	5409
chr19	58467042	58473572	15	3800
chr19	58451651	58457830	24	3991
chr19	13136060	13141146	9	3471
chr19	13137501	13141140	5	3068
chr19	13116855	13141142	16	5202
chr19	13139107	13141141	3	2034
chr19	13135694	13141146	10	3837
chr19	13138308	13141138	4	2830
chr19	13135343	13141138	10	4180
chr19	13135231	13141139	10	4293
chr19	13135559	13141142	10	3968
chr19	46600996	46610779	70	3754
chr19	55044337	55063131	64	3275
chr19	55044318	55063147	64	3305
chr19	55044320	55063145	64	3303
chr19	55044337	55069531	91	5475
chr20	63685067	63689914	75	2526
chr19	13882351	13906084	37	3491
chr19	13882356	13906049	36	3451
chr19	4090320	4104261	58	4362
chr19	4090325	4100427	32	2678
chr19	1225291	1227712	9	2421
chr19	41310501	41324867	8	3637
chr19	41316752	41324870	6	3056
chr20	44990411	44995629	4	168
chr20	62804802	62813997	30	4819
chr20	62804810	62813986	30	4808
chr20	62810513	62813994	16	1966
chr20	62805823	62808973	7	2440
chr19	40576854	40591393	196	3926
chr19	35540739	35545515	26	4764
chr19	58559660	58564324	4	2394
chr20	8632069	8637047	0	0
chr20	36890884	36951659	21	5367
chr20	36890434	36951708	21	5866
chr20	5127012	5191345	52	5124
chr20	49245906	49249713	2	3805
chr20	49245907	49249339	2	3432
chr20	49245907	49248611	2	2704
chr20	32856632	32858758	1	2119
chr19	44809061	44821411	67	5012
chr19	58408638	58418310	28	3506
chr19	41310162	41324864	9	3802
chr19	16362513	16367495	0	0
chr19	16362514	16367495	0	0
chr19	19531730	19537578	20	3072
chr19	18853007	18868227	56	6183
chr19	7976868	7979965	0	0
chr20	44355700	44432840	91	6953
chr20	44401344	44432841	76	5189
chr20	44401238	44431387	76	3810
chr20	44401238	44432842	76	5265
chr19	32978594	33064918	51	4989
chr19	617226	633563	52	5080
chr20	62819081	62841083	109	4312
chr19	40355643	40360602	2	4761
chr19	3371345	3376453	1	208
chr20	25195680	25226711	154	5410
chr20	25195713	25226709	154	5387
chr20	25195713	25226711	154	5389
chr19	47170526	47172793	0	0
chr19	11131438	11133813	9	2375
chr19	47170503	47172765	0	0
chr20	408309	430959	96	3583
chr20	25209846	25226709	126	4619
chr20	25195744	25226328	153	4975
chr20	25195711	25226711	154	5391
chr20	25195712	25226711	154	5390
chr20	25195946	25226713	143	5237
chr20	25195701	25226713	154	5403
chr20	25195714	25226715	154	5392
chr20	25209864	25226711	126	4605
chr19	867965	890216	115	2890
chr19	49453232	49470586	97	4193
chr20	18467395	18484638	35	2731
chr20	32444306	32447401	3	3095
chr20	58692873	58715842	78	5509
chr20	58692811	58705166	35	1480
chr20	58692835	58715838	78	5543
chr20	58692835	58704505	35	1456
chr20	58651256	58678637	157	4206
chr20	58692841	58705169	35	1450
chr20	58651276	58677714	157	3263
chr20	58692833	58715830	78	5537
chr19	39168270	39179398	66	2990
chr19	39125786	39179400	79	4047
chr19	39125798	39179403	79	4038
chr19	39125782	39179403	79	4054
chr19	39125789	39179402	79	4046
chr19	39125782	39179398	79	4049
chr19	39125786	39179403	79	4050
chr19	39156670	39179402	68	3278
chr20	10405191	10409995	6	783
chr20	10405195	10434210	16	2754
chr20	10405192	10434227	16	2769
chr19	18364154	18367153	3	2999
chr19	18340639	18366339	37	3856
chr19	18340605	18367152	37	4703
chr20	2840710	2866729	100	3678
chr20	2860283	2866731	88	3006
chr20	2840708	2866726	100	3677
chr20	2840738	2866729	100	3650
chr19	33081183	33113439	27	2571
chr19	49453251	49470581	97	4169
chr19	39172993	39179398	50	2416
chr20	60270341	60270794	0	0
chr20	50813674	50814042	0	0
chr20	60270341	60270794	0	0
chr20	50813702	50814042	0	0
chr20	60270341	60270794	0	0
chr20	50813702	50814042	0	0
chr19	12142089	12144239	6	1233
chr19	2233155	2236320	57	3165
chr20	17574875	17578960	1	305
chr19	6413842	6418501	52	2385
chr19	6413849	6424777	99	4124
chr20	50958812	50961083	1	2258
chr20	50958849	50963323	1	4474
chr20	50958817	50961853	1	3028
chr20	50958812	50960666	1	1841
chr19	33081184	33130317	40	3958
chr19	33081175	33130404	40	4054
chr19	33081180	33130953	40	4187
chr20	4926503	4931065	0	0
chr20	1894936	1939889	32	4000
chr19	49453243	49470624	97	4220
chr20	32277615	32333626	9	4718
chr20	57497170	57525121	180	7991
chr20	57497170	57524836	170	7866
chr20	10218858	10307419	31	3997
chr20	408023	430960	96	3844
chr20	408068	410762	24	1258
chr20	408340	430961	96	3554
chr20	408331	430962	96	3564
chr20	408330	410759	24	993
chr20	408335	430959	96	3557
chr20	408072	430962	96	3823
chr20	58670529	58678637	61	2750
chr20	58692870	58704505	35	1421
chr20	32316523	32333627	6	3046
chr20	32329370	32333658	2	2615
chr20	32277659	32335004	9	6096
chr20	32329341	32333631	2	2588
chr19	54173418	54189555	71	4958
chr19	54173418	54189259	62	4668
chr19	54173418	54189602	71	5005
chr19	54173421	54189420	71	4820
chr19	54173420	54189357	71	4758
chr19	54178325	54189377	65	3767
chr20	63974120	63979511	17	2159
chr20	63974121	63979528	17	2175
chr19	54173418	54189682	71	5085
chr19	54173420	54189574	71	4975
chr19	54173422	54180603	13	3276
chr20	1895389	1938412	32	2429
chr20	1895406	1938459	32	2459
chr20	1894446	1939895	35	4091
chr20	1894969	1938409	32	2520
chr20	1894978	1939889	32	4000
chr20	34106427	34110094	1	145
chr19	3750879	3761668	42	5851
chr19	3750894	3761692	42	5860
chr20	34464289	34467520	1	94
chr20	58651986	58678635	147	3474
chr20	58692843	58715840	78	5537
chr20	58692828	58715839	78	5551
chr20	58676599	58679487	6	2888
chr20	58692873	58704505	35	1418
chr20	58692859	58704505	35	1432
chr20	25195715	25226711	154	5387
chr19	14147744	14150403	2	2659
chr19	33796853	33814169	58	4505
chr19	33796849	33815755	58	6095
chr19	33796040	33815759	61	6276
chr19	984297	994563	70	2197
chr19	984327	994550	70	2154
chr19	984351	994547	70	2127
chr20	18137857	18187409	39	3702
chr20	18142252	18188032	34	3714
chr20	18142419	18188033	34	3548
chr20	18137852	18188033	39	4326
chr20	18137872	18143164	12	1523
chr19	867964	893206	135	3875
chr19	867965	893213	135	3881
chr19	23100675	23104321	0	0
chr20	32443062	32447422	3	4360
chr19	57777774	57781733	3	1864
chr20	18138106	18188034	38	4148
chr20	58651260	58677711	157	3276
chr20	58673628	58679491	26	3386
chr20	58692825	58705170	35	1466
chr20	32709908	32712287	0	0
chr20	31944966	31952042	5	1323
chr20	62195800	62203562	31	4520
chr20	62199117	62203561	13	3102
chr20	62183027	62203564	44	5205
chr20	62183027	62202752	43	4633
chr20	62183030	62201166	42	3045
chr20	58651282	58678638	157	4181
chr20	58692864	58715841	78	5517
chr20	58673685	58678637	26	2477
chr20	58651282	58678637	157	4180
chr19	6413355	6418847	62	3099
chr19	6413358	6424818	103	4632
chr19	6413842	6424811	99	4148
chr19	6413651	6424811	100	4339
chr19	6413111	6413992	6	645
chr19	6413842	6417785	42	2211
chr19	4445460	4457819	57	6469
chr20	32443062	32447429	3	4367
chr20	32443069	32446655	2	3586
chr20	32444313	32447423	3	3110
chr19	42198601	42217704	58	2507
chr19	42198601	42220125	60	2612
chr19	42198603	42217749	58	2550
chr19	42198601	42217739	58	2542
chr19	6413111	6418031	51	2813
chr19	6413657	6422368	95	3733
chr19	6413843	6424810	99	4147
chr19	6413348	6413992	6	644
chr19	6413842	6416823	36	2004
chr19	6413110	6418531	56	2910
chr19	6413659	6416575	34	2026
chr19	6413114	6418764	62	3024
chr20	47210462	47276334	208	3992
chr20	408328	430959	96	3564
chr20	410002	430958	84	2939
chr20	408329	432124	96	3570
chr19	11131660	11133814	4	2154
chr19	55006226	55051005	82	9268
chr19	982899	994555	70	2216
chr19	984345	994544	70	2130
chr19	983561	994549	70	2210
chr19	47179129	47181298	1	158
chr19	15107403	15114980	27	3956
chr19	15107398	15114980	27	3957
chr19	15107366	15114976	27	3953
chr19	15107408	15114972	27	3943
chr19	15107403	15112721	23	2535
chr19	15109216	15114970	24	3444
chr19	15111311	15114980	15	1935
chr20	18137869	18188032	39	4325
chr20	18137890	18188364	39	4639
chr20	20389617	20394910	3	3636
chr20	20389565	20712638	97	11607
chr20	20605205	20712608	30	2337
chr19	3610633	3626799	73	6651
chr19	3610649	3626796	73	6639
chr19	47170506	47172765	0	0
chr19	10271120	10286613	22	3498
chr20	32443063	32447401	3	4338
chr20	25195836	25226711	154	5266
chr20	25195700	25226705	154	5396
chr20	25195698	25226706	154	5399
chr19	10271031	10285810	22	2784
chr19	10270996	10286611	22	3620
chr20	18141028	18143161	7	954
chr19	10671001	10689843	205	7479
chr20	63699512	63707948	76	6679
chr20	63699512	63707973	76	6704
chr20	63699457	63707925	76	6711
chr20	63699462	63707891	76	6672
chr19	38842123	38847443	45	1791
chr19	38842105	38844937	17	1070
chr19	38842129	38845002	17	1046
chr19	38836391	38849959	106	6796
chr19	47160241	47163269	0	0
chr19	41956689	41959384	33	1984
chr19	11116106	11132720	60	2558
chr19	17215390	17219122	48	2012
chr19	867965	893187	135	3855
chr19	867965	893215	135	3883
chr19	867892	893187	135	3928
chr19	867963	893187	135	3857
chr19	867846	893187	135	3974
chr19	867965	893187	135	3855
chr19	867964	893187	135	3856
chr20	37079486	37083653	1	142
chr19	6413350	6417073	42	2642
chr19	6413355	6424559	103	4400
chr19	4793658	4795555	4	1897
chr19	4792076	4795555	4	3479
chr19	4792325	4795553	4	3228
chr20	56412424	56460383	17	4798
chr19	19531750	19537575	20	3069
chr19	19531750	19537582	20	3075
chr19	19531750	19537580	20	3074
chr20	18137872	18187913	39	4206
chr20	62345309	62349265	14	693
chr20	62345313	62349268	14	693
chr20	25195713	25226711	154	5389
chr20	25195686	25226712	154	5411
chr19	4445008	4457816	58	6918
chr19	4445013	4457857	58	6919
chr19	867973	893187	135	3847
chr19	17933015	17943982	15	1651
chr19	17933039	17943974	15	1619
chr19	23100675	23103366	0	0
chr19	6413842	6415852	26	1523
chr19	19538280	19546654	19	4322
chr19	19538299	19546655	19	4304
chr19	37339566	37343385	0	0
chr19	37340668	37343385	0	0
chr20	62309069	62325330	80	7307
chr20	50795011	50795176	6	162
chr19	15107359	15114961	27	3938
chr19	38836643	38849950	106	6535
chr19	38842073	38844999	17	1102
chr19	38836392	38849940	106	6776
chr19	38836397	38852362	111	7304
chr19	38842127	38849990	48	2328
chr19	38836402	38849802	105	6628
chr19	38836391	38849998	106	6835
chr19	38836403	38849937	106	6762
chr19	10283495	10286613	15	2659
chr19	10271120	10286612	22	3497
chr19	10271119	10286608	22	3494
chr19	10283704	10286613	14	2450
chr19	10271119	10286613	22	3499
chr19	10271119	10285864	22	2750
chr19	6413842	6418784	58	2549
chr19	6413842	6419254	64	2693
chr19	29606297	29615796	67	2852
chr19	49453251	49471045	97	4633
chr19	49453299	49471044	97	4584
chr19	43766537	43780794	47	2821
chr19	43766528	43781033	47	3065
chr19	43766537	43781280	47	3284
chr20	32411243	32415921	0	0
chr20	32411558	32415937	0	0
chr20	4002959	4007728	0	0
chr20	4003636	4007735	0	0
chr20	4003635	4007735	0	0
chr20	51003659	51023107	19	5411
chr20	51003659	51023109	19	5413
chr20	51003657	51023142	19	5435
chr20	51003693	51023120	19	5390
chr20	51003666	51023126	19	5423
chr20	41576066	41579127	0	0
chr19	41956688	41959376	33	1977
chr20	2840728	2866726	100	3657
chr19	4793003	4795556	4	2553
chr19	4791734	4795555	5	3821
chr19	4791738	4795551	5	3813
chr19	54173413	54180115	13	2797
chr20	20541081	20544842	0	0
chr19	49453245	49470586	97	4180
chr19	49453244	49470587	97	4182
chr19	49453219	49471045	97	4665
chr19	49453272	49471042	97	4609
chr19	29606293	29617231	67	4291
chr19	3750880	3761684	42	5866
chr19	31275457	31349390	7	5184
chr20	37005913	37067790	42	3076
chr19	10654343	10689826	228	8348
chr20	28583031	28602761	7	609
chr19	52838536	52857619	32	4722
chr20	17601259	17608611	7	1754
chr20	43706735	43716482	10	993
chr19	11089465	11108454	48	3269
chr19	14700205	14703224	2	464
chr19	2114175	2119697	25	1544
chr19	57258007	57262340	1	987
chr19	37411165	37467219	37	4468
chr19	28606731	28615226	4	4406
chr19	12272179	12294829	31	3426
chr19	37738309	37779573	63	2927
chr20	49503878	49568196	19	5574
chr19	11089460	11132183	145	6039
chr19	57858146	57867051	17	6980
chr19	20542414	20565787	18	3191
chr20	35301567	35411973	153	6614
chr19	36446289	36489556	40	4964
chr19	21397109	21426980	28	10621
chr19	10654369	10685757	208	5350
chr20	37179331	37241614	74	2638
chr19	52612029	52638363	57	6390
chr19	21291162	21329385	16	4841
chr19	52703612	52735038	97	6313
chr20	35002411	35092807	46	3258
chr19	10654363	10685759	208	5358
chr20	37179109	37241611	74	2857
chr20	36236478	36257532	11	2695
chr20	37032215	37095968	45	3018
chr20	21303334	21389824	31	3634
chr19	9528008	9538638	33	2753
chr19	19900927	19935572	33	5203
chr20	17613682	17682306	175	6975
chr19	52765502	52786781	12	3351
chr19	44899828	44903686	19	2679
chr19	35612796	35625279	106	4952
chr19	10654347	10685753	208	5368
chr19	10654285	10685760	208	5437
chr20	18507557	18561015	100	3574
chr19	52336244	52369059	41	3745
chr19	50384337	50418011	190	4717
chr19	10654297	10689843	228	8411
chr19	18117984	18151681	48	6403
chr19	45088961	45092890	8	1822
chr20	35002405	35092806	46	3263
chr20	44966487	45079947	50	9156
chr19	52797410	52821643	26	6601
chr19	10654328	10689845	228	8382
chr19	43969368	43972780	0	0
chr20	17570065	17609916	16	4503
chr19	53066616	53103422	73	8486
chr19	3976060	3985463	33	4054
chr20	44966525	45079050	50	8221
chr19	21445648	21463884	22	4939
chr19	52703611	52735021	97	6297
chr20	35302581	35411973	153	6598
chr19	52703611	52735037	97	6313
chr20	21208660	21234771	47	1151
chr19	45406693	45410729	17	3939
chr20	18507943	18561022	99	3195
chr19	10654346	10689843	228	8362
chr19	10654295	10689846	228	8416
chr19	10654285	10685771	208	5442
chr19	57905790	57916606	26	3922
chr19	10654355	10685759	208	5366
chr19	48748015	48752818	6	3597
chr19	3976054	3985463	33	4059
chr19	10654369	10689845	228	8341
chr19	11814291	11817673	5	2024
chr19	10654356	10685760	208	5366
chr19	50384344	50418012	190	4711
chr20	57561109	57571358	23	6789
chr19	10654281	10689834	228	8418
chr19	57527352	57540851	12	4189
chr20	58651256	58678637	157	4206
chr19	36227642	36238758	10	3461
